Date,XLB,XLU,XLV,XLE,XLF,XLP,XLRE,XLK,XLI,XLY,FFR,Mortgage30Y,Florida_ZHVI,Arizona_ZHVI
2020-09-14,65.61,59.22,105.44,32.71,24.93,64.97,35.79,114.84,78.34,147.69,0.09,2.86,253356.92323239395,293966.58275123936
2020-09-15,66.34,60.35,106.64,33.09,25.1,65.23,36.52,117.09,78.98,148.55,0.09,2.86,253356.92323239395,293966.58275123936
2020-09-16,66.48,59.93,106.8,32.92,24.76,65.26,37.08,116.99,79.33,149.45,0.09,2.86,253356.92323239395,293966.58275123936
2020-09-17,65.68,59.68,105.07,33.4,24.65,64.15,36.82,111.99,78.37,145.84,0.09,2.87,253356.92323239395,293966.58275123936
2020-09-18,67.08,59.56,105.83,33.97,24.73,64.38,36.34,113.91,79.92,146.38,0.09,2.87,253356.92323239395,293966.58275123936
2020-09-21,64.09,57.6,103.72,32.26,24.03,62.88,34.99,109.5,77.06,141.29,0.09,2.87,253356.92323239395,293966.58275123936
2020-09-22,63.26,57.69,103.01,31.99,23.87,62.87,34.53,113.71,75.84,142.38,0.09,2.87,253356.92323239395,293966.58275123936
2020-09-23,63.21,58.09,103.39,31.76,23.78,63.4,34.79,114.28,76.78,146.0,0.09,2.87,253356.92323239395,293966.58275123936
2020-09-24,61.44,57.07,101.54,30.1,23.21,62.25,33.87,109.63,75.13,141.48,0.09,2.9,253356.92323239395,293966.58275123936
2020-09-25,61.33,57.52,101.04,29.89,23.08,62.39,33.88,111.34,74.9,142.03,0.09,2.9,253356.92323239395,293966.58275123936
2020-09-28,63.35,58.98,104.01,30.725,23.82,63.56,35.12,115.83,77.45,145.81,0.09,2.9,253356.92323239395,293966.58275123936
2020-09-29,63.51,59.05,104.13,30.8,23.98,63.78,35.17,115.97,77.73,146.86,0.09,2.9,253356.92323239395,293966.58275123936
2020-09-30,63.28,59.22,104.14,30.23,23.85,63.59,35.26,115.67,77.48,146.23,0.09,2.9,255864.12816450917,298253.6976318893
2020-10-01,63.94,59.53,105.97,29.62,24.17,64.47,35.4,118.32,77.52,148.43,0.09,2.88,255864.12816450917,298253.6976318893
2020-10-02,62.03,59.5,104.12,28.25,23.79,63.82,35.31,115.03,75.5,146.12,0.09,2.88,255864.12816450917,298253.6976318893
2020-10-05,63.81,60.85,104.91,29.57,24.53,64.25,36.53,115.76,78.27,149.06,0.09,2.88,255864.12816450917,298253.6976318893
2020-10-06,64.83,61.49,106.6,30.63,24.91,64.68,36.73,117.18,79.19,150.37,0.09,2.88,255864.12816450917,298253.6976318893
2020-10-07,64.51,62.29,105.63,29.91,24.68,64.48,36.56,116.85,78.82,149.24,0.09,2.88,255864.12816450917,298253.6976318893
2020-10-08,65.84,62.62,107.49,30.41,25.0,65.09,36.65,118.79,80.15,151.8,0.09,2.87,255864.12816450917,298253.6976318893
2020-10-09,66.55,63.84,107.99,31.57,25.34,65.49,37.24,118.93,80.91,152.6,0.09,2.87,255864.12816450917,298253.6976318893
2020-10-12,66.89,63.52,108.85,30.69,25.21,66.02,37.0,121.95,81.07,154.46,0.09,2.87,255864.12816450917,298253.6976318893
2020-10-13,65.93,63.44,108.45,30.87,25.43,66.3,37.0,123.86,80.6,155.11,0.09,2.87,255864.12816450917,298253.6976318893
2020-10-14,65.88,63.52,108.23,30.46,25.04,66.44,36.54,122.97,80.4,155.73,0.09,2.87,255864.12816450917,298253.6976318893
2020-10-15,65.08,62.76,106.31,30.0,24.55,65.63,35.85,120.0,79.85,151.7,0.09,2.81,255864.12816450917,298253.6976318893
2020-10-16,66.2,63.4,107.21,30.83,25.02,66.35,36.27,122.14,81.51,154.94,0.09,2.81,255864.12816450917,298253.6976318893
2020-10-19,66.49,63.97,108.2,30.3,25.08,66.17,36.19,121.73,81.66,153.85,0.09,2.81,255864.12816450917,298253.6976318893
2020-10-20,65.89,63.72,106.59,29.72,24.77,65.95,35.74,119.35,81.01,151.85,0.09,2.81,255864.12816450917,298253.6976318893
2020-10-21,65.64,63.7,106.34,29.73,24.77,65.17,35.67,119.02,80.71,152.01,0.09,2.81,255864.12816450917,298253.6976318893
2020-10-22,65.37,63.76,105.97,29.38,24.67,65.31,35.64,119.18,80.37,151.33,0.09,2.8,255864.12816450917,298253.6976318893
2020-10-23,66.23,64.89,107.96,30.7,25.33,65.5,35.54,118.74,81.27,152.28,0.09,2.8,255864.12816450917,298253.6976318893
2020-10-26,65.17,64.25,106.95,29.87,24.89,64.89,35.36,117.13,80.1,151.43,0.09,2.8,255864.12816450917,298253.6976318893
2020-10-27,64.37,64.85,106.23,29.27,24.67,64.59,35.26,116.43,78.91,150.45,0.09,2.8,255864.12816450917,298253.6976318893
2020-10-28,62.18,63.78,104.14,28.21,23.72,63.46,34.19,114.24,75.83,147.29,0.09,2.8,255864.12816450917,298253.6976318893
2020-10-29,61.76,62.57,102.46,27.35,23.55,62.34,34.06,111.94,74.82,145.66,0.09,2.81,255864.12816450917,298253.6976318893
2020-10-30,62.96,62.62,101.56,28.36,23.65,62.24,34.16,111.78,75.56,145.03,0.09,2.81,255864.12816450917,298253.6976318893
2020-11-02,64.13,63.23,103.16,29.11,24.26,63.15,34.53,111.71,77.0,144.84,0.09,2.81,258830.94871279545,303327.8037076024
2020-11-03,66.06,64.55,104.76,30.2,24.76,63.89,35.27,112.01,78.98,145.52,0.09,2.81,258830.94871279545,303327.8037076024
2020-11-04,65.99,64.29,107.99,29.57,24.41,64.65,35.69,116.54,79.56,148.9,0.09,2.81,258830.94871279545,303327.8037076024
2020-11-05,66.67,64.37,111.17,29.61,24.77,65.07,35.92,120.59,80.47,152.93,0.09,2.78,258830.94871279545,303327.8037076024
2020-11-06,68.22,64.31,110.0,29.57,25.28,64.89,35.8,120.86,81.11,152.77,0.09,2.78,258830.94871279545,303327.8037076024
2020-11-09,71.26,65.99,113.92,32.4,26.98,66.64,37.35,124.16,86.87,158.04,0.09,2.78,258830.94871279545,303327.8037076024
2020-11-10,69.82,65.67,111.46,33.68,27.04,64.93,36.62,119.65,84.39,152.11,0.09,2.78,258830.94871279545,303327.8037076024
2020-11-11,70.4,66.6,112.16,34.5,27.3,66.6,36.96,119.65,86.13,152.69,0.09,2.78,258830.94871279545,303327.8037076024
2020-11-12,68.99,66.12,110.92,33.19,26.71,66.61,36.94,121.26,84.01,153.05,0.09,2.84,258830.94871279545,303327.8037076024
2020-11-13,68.35,65.76,111.27,32.94,26.84,66.86,36.87,121.09,84.61,151.87,0.09,2.84,258830.94871279545,303327.8037076024
2020-11-16,70.12,66.91,113.01,35.32,27.71,68.15,38.19,121.21,87.66,155.0,0.09,2.84,258830.94871279545,303327.8037076024
2020-11-17,69.93,66.33,111.36,35.64,27.32,67.64,37.52,121.76,87.19,154.91,0.09,2.84,258830.94871279545,303327.8037076024
2020-11-18,70.34,65.79,111.44,36.79,27.72,67.77,37.8,121.48,88.31,154.72,0.09,2.84,258830.94871279545,303327.8037076024
2020-11-19,69.35,64.1,109.13,35.17,27.19,66.56,37.08,120.15,87.01,153.71,0.09,2.72,258830.94871279545,303327.8037076024
2020-11-20,69.8,63.42,108.8,35.91,27.28,66.82,37.24,121.47,87.24,154.65,0.09,2.72,258830.94871279545,303327.8037076024
2020-11-23,70.31,63.79,109.34,36.37,27.53,66.62,37.15,120.48,87.4,154.54,0.09,2.72,258830.94871279545,303327.8037076024
2020-11-24,70.99,64.06,109.05,39.63,28.17,66.92,37.24,120.54,89.46,156.85,0.09,2.72,258830.94871279545,303327.8037076024
2020-11-25,71.96,64.15,108.97,40.05,28.5,66.94,36.87,122.17,89.58,157.57,0.09,2.72,258830.94871279545,303327.8037076024
2020-11-27,71.66,64.38,108.88,39.15,28.56,67.1,37.06,122.66,89.21,158.6,0.09,2.72,258830.94871279545,303327.8037076024
2020-11-30,71.61,63.58,109.48,38.48,28.3,66.75,36.8,122.62,88.62,157.98,0.09,2.72,262314.30671478977,308937.9619588796
2020-12-01,72.2,63.31,110.8,37.78,28.4,67.21,36.87,124.5,89.01,158.49,0.09,2.72,262314.30671478977,308937.9619588796
2020-12-02,71.55,62.98,110.74,36.81,28.27,67.27,36.86,124.53,87.48,157.81,0.09,2.72,262314.30671478977,308937.9619588796
2020-12-03,71.05,63.6,111.45,38.3,28.64,66.77,36.64,125.01,88.05,157.48,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-04,70.66,63.1,111.39,39.23,28.82,67.17,37.05,124.97,88.45,158.2,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-07,71.73,62.2,112.42,40.15,28.81,67.5,37.28,126.11,89.16,157.68,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-08,70.92,62.35,111.58,39.19,28.51,67.13,36.82,126.28,88.5,156.91,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-09,71.99,62.62,113.15,40.68,28.93,67.84,36.83,126.73,89.52,158.37,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-10,71.37,62.43,112.29,40.41,28.48,67.45,36.31,123.62,88.79,156.58,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-11,70.83,61.88,111.66,41.32,28.43,66.91,36.1,123.81,88.01,156.47,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-14,71.52,62.68,112.53,41.75,28.84,67.65,36.58,124.68,89.63,157.72,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-15,70.67,62.21,111.61,39.9,28.35,67.35,36.2,126.1,88.26,157.91,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-16,71.43,63.26,111.94,40.56,28.66,67.27,36.71,127.0,88.92,158.93,0.09,2.71,262314.30671478977,308937.9619588796
2020-12-17,71.74,62.63,111.89,40.62,28.71,67.59,36.85,128.62,88.81,160.5,0.09,2.67,262314.30671478977,308937.9619588796
2020-12-18,71.96,62.84,113.02,39.99,28.78,67.88,37.11,128.89,88.96,161.04,0.09,2.67,262314.30671478977,308937.9619588796
2020-12-21,70.58,61.28,110.87,37.41,28.67,66.62,35.53,126.33,86.71,157.4,0.09,2.67,262314.30671478977,308937.9619588796
2020-12-22,71.46,61.0,111.21,38.05,28.74,66.61,35.68,128.79,87.9,157.63,0.09,2.67,262314.30671478977,308937.9619588796
2020-12-23,71.42,61.19,111.46,37.81,28.61,66.37,36.02,129.34,87.98,157.24,0.09,2.67,262314.30671478977,308937.9619588796
2020-12-24,71.19,60.91,111.2,38.37,28.97,66.44,35.7,128.43,88.12,157.7,0.09,2.66,262314.30671478977,308937.9619588796
2020-12-28,72.25,61.53,112.05,38.26,29.15,66.97,36.03,130.34,88.58,159.42,0.09,2.66,262314.30671478977,308937.9619588796
2020-12-29,71.68,61.63,112.27,38.11,29.21,67.42,36.36,131.23,88.56,160.24,0.09,2.66,262314.30671478977,308937.9619588796
2020-12-30,71.37,61.51,112.51,37.66,29.09,67.13,36.01,130.35,87.73,160.3,0.09,2.66,262314.30671478977,308937.9619588796
2020-12-31,72.21,61.79,112.27,38.05,29.08,67.05,36.13,129.89,88.11,160.71,0.09,2.67,265776.46448991,314415.78650583734
2021-01-04,73.03,62.81,113.88,38.34,29.59,67.42,36.64,130.68,88.66,161.78,0.09,2.67,265776.46448991,314415.78650583734
2021-01-05,71.58,61.25,112.75,38.37,29.07,66.62,35.4,127.61,86.25,158.5,0.09,2.67,265776.46448991,314415.78650583734
2021-01-06,74.1,61.46,112.18,40.44,29.77,66.59,35.35,126.89,87.82,160.79,0.09,2.67,265776.46448991,314415.78650583734
2021-01-07,76.77,62.97,115.48,41.23,30.95,66.82,35.25,127.73,89.84,163.72,0.09,2.65,265776.46448991,314415.78650583734
2021-01-08,77.02,61.89,117.04,42.0,31.09,66.62,35.37,130.56,90.03,167.34,0.09,2.65,265776.46448991,314415.78650583734
2021-01-11,75.38,62.1,117.42,40.52,30.62,66.53,35.47,129.49,88.67,166.82,0.09,2.65,265776.46448991,314415.78650583734
2021-01-12,76.44,61.65,117.71,42.58,31.2,66.33,34.99,129.52,89.56,166.51,0.09,2.65,265776.46448991,314415.78650583734
2021-01-13,77.4,61.61,116.6,43.69,31.29,66.04,35.07,129.23,90.32,168.35,0.09,2.65,265776.46448991,314415.78650583734
2021-01-14,76.94,62.64,117.17,43.47,31.41,66.27,35.67,130.2,90.15,168.35,0.09,2.79,265776.46448991,314415.78650583734
2021-01-15,75.72,62.25,116.29,43.69,31.0,65.62,35.71,128.55,89.4,166.82,0.09,2.79,265776.46448991,314415.78650583734
2021-01-19,75.95,63.33,117.9,43.27,31.1,65.85,36.52,128.3,89.59,167.21,0.09,2.79,265776.46448991,314415.78650583734
2021-01-20,75.97,62.73,118.05,43.98,31.12,65.32,36.19,130.07,89.59,168.31,0.09,2.79,265776.46448991,314415.78650583734
2021-01-21,75.76,62.97,118.35,43.53,30.87,65.355,36.7,132.35,89.47,170.79,0.09,2.77,265776.46448991,314415.78650583734
2021-01-22,73.9,62.57,117.59,41.36,30.25,65.19,36.55,132.78,88.39,169.78,0.09,2.77,265776.46448991,314415.78650583734
2021-01-25,74.08,62.62,117.66,41.61,30.04,64.87,36.81,134.33,88.1,170.54,0.09,2.77,265776.46448991,314415.78650583734
2021-01-26,74.45,64.01,118.7,42.01,30.24,65.8,37.2,134.41,88.67,171.32,0.09,2.77,265776.46448991,314415.78650583734
2021-01-27,71.85,62.95,116.62,40.08,29.47,65.94,37.3,133.39,85.93,168.69,0.09,2.77,265776.46448991,314415.78650583734
2021-01-28,71.53,61.96,115.31,40.53,29.37,65.32,37.12,132.17,86.2,164.58,0.09,2.73,265776.46448991,314415.78650583734
2021-01-29,71.74,62.17,115.84,40.1,29.46,65.19,36.87,131.38,86.08,164.92,0.09,2.73,265776.46448991,314415.78650583734
2021-02-01,71.37,62.55,115.97,39.8,29.27,64.36,36.99,130.46,85.61,163.89,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-02,72.0,62.66,116.38,40.55,29.67,64.4,37.78,133.44,86.66,167.51,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-03,72.61,62.89,115.8,40.24,30.0,64.43,37.7,134.22,87.37,170.3,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-04,72.34,62.73,114.98,42.05,30.31,64.74,37.65,134.21,87.83,169.58,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-05,72.99,63.53,116.25,42.86,31.1,65.55,37.92,136.03,89.16,171.2,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-08,74.16,63.73,116.08,43.18,30.99,65.97,37.96,135.87,89.35,173.35,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-09,74.18,63.21,115.8,43.99,31.19,66.02,38.1,136.38,89.67,172.66,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-10,74.07,63.56,116.82,44.02,31.46,66.26,38.38,137.13,90.38,172.81,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-11,73.73,63.41,116.6,44.57,31.32,65.95,38.5,137.3,90.07,171.0,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-12,73.42,62.89,116.18,43.705,31.17,65.53,38.29,137.52,89.45,169.34,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-16,74.62,62.55,117.43,45.7,31.84,65.81,38.43,139.14,90.51,170.65,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-17,73.99,61.99,115.74,46.26,31.96,65.32,37.94,136.87,89.82,168.55,0.08,2.73,269359.74051438994,319811.2793948546
2021-02-18,73.97,61.87,115.97,46.27,31.99,65.22,37.84,135.5,89.5,168.77,0.08,2.81,269359.74051438994,319811.2793948546
2021-02-19,74.12,62.35,115.9,45.48,32.24,65.82,38.15,136.95,90.15,171.38,0.08,2.81,269359.74051438994,319811.2793948546
2021-02-22,74.96,61.24,113.86,46.49,32.3,64.77,38.03,134.38,90.52,168.0,0.08,2.81,269359.74051438994,319811.2793948546
2021-02-23,75.3,60.45,114.06,48.35,32.94,65.21,38.54,130.84,91.44,163.1,0.08,2.81,269359.74051438994,319811.2793948546
2021-02-24,75.64,60.56,114.08,48.89,32.96,64.92,38.45,131.69,91.77,164.74,0.08,2.81,269359.74051438994,319811.2793948546
2021-02-25,76.11,59.88,114.58,50.81,33.82,64.95,38.64,133.51,93.27,165.5,0.08,2.97,269359.74051438994,319811.2793948546
2021-02-26,74.31,59.66,113.99,48.66,32.89,64.47,38.12,131.29,91.78,162.54,0.08,2.97,269359.74051438994,319811.2793948546
2021-03-01,74.52,59.1,113.53,49.42,32.86,63.75,37.76,132.91,91.93,163.15,0.07,2.97,272929.6881660744,325416.2158817371
2021-03-02,75.63,59.74,114.32,49.58,33.28,63.87,37.4,135.09,92.98,165.16,0.07,2.97,272929.6881660744,325416.2158817371
2021-03-03,75.55,59.38,113.33,49.49,33.33,63.66,37.15,132.12,92.74,162.71,0.07,2.97,272929.6881660744,325416.2158817371
2021-03-04,74.96,58.81,112.06,50.3,33.37,63.66,36.81,129.02,92.89,159.26,0.07,3.02,272929.6881660744,325416.2158817371
2021-03-05,74.38,58.97,111.45,52.49,33.64,63.57,36.7,128.14,92.15,157.01,0.07,3.02,272929.6881660744,325416.2158817371
2021-03-08,75.56,59.85,113.11,53.47,33.96,64.72,36.93,128.83,94.07,157.45,0.07,3.02,272929.6881660744,325416.2158817371
2021-03-09,76.83,60.85,113.57,52.75,33.87,65.2,37.21,128.77,94.9,160.13,0.07,3.02,272929.6881660744,325416.2158817371
2021-03-10,77.17,61.3,114.15,52.2,33.99,64.97,37.48,131.51,94.29,165.08,0.07,3.02,272929.6881660744,325416.2158817371
2021-03-11,78.78,61.63,114.05,53.55,34.34,65.84,37.92,131.54,95.7,166.0,0.07,3.05,272929.6881660744,325416.2158817371
2021-03-12,78.47,61.85,114.11,53.56,34.82,65.85,38.33,130.78,95.84,164.52,0.07,3.05,272929.6881660744,325416.2158817371
2021-03-15,78.69,62.5,114.39,53.45,34.9,66.388,39.06,131.51,97.16,167.0,0.07,3.05,272929.6881660744,325416.2158817371
2021-03-16,78.71,63.06,115.51,52.08,34.39,66.36,39.53,133.83,97.37,169.01,0.07,3.05,272929.6881660744,325416.2158817371
2021-03-17,78.06,63.24,114.82,51.3,34.46,66.55,39.4,132.73,96.38,166.01,0.07,3.05,272929.6881660744,325416.2158817371
2021-03-18,78.64,62.2,114.37,51.39,34.79,66.25,39.19,131.87,97.2,168.02,0.07,3.09,272929.6881660744,325416.2158817371
2021-03-19,78.24,62.05,114.78,49.5,34.35,66.22,39.17,130.02,97.27,165.27,0.07,3.09,272929.6881660744,325416.2158817371
2021-03-22,77.55,61.6,114.6,48.9,33.82,65.91,38.28,130.02,96.36,167.36,0.07,3.09,272929.6881660744,325416.2158817371
2021-03-23,77.37,61.63,115.53,47.56,33.43,66.71,38.76,132.23,95.47,167.29,0.07,3.09,272929.6881660744,325416.2158817371
2021-03-24,76.44,62.37,114.56,48.56,33.4,66.84,38.78,131.84,94.93,166.48,0.07,3.09,272929.6881660744,325416.2158817371
2021-03-25,76.34,62.79,114.54,48.21,33.26,66.83,38.63,128.69,94.88,161.69,0.07,3.17,272929.6881660744,325416.2158817371
2021-03-26,78.49,63.25,115.14,50.1,34.19,67.47,39.14,129.31,97.19,165.34,0.07,3.17,272929.6881660744,325416.2158817371
2021-03-29,79.4,63.34,116.55,50.0,33.89,68.38,39.77,132.27,98.21,165.63,0.07,3.17,272929.6881660744,325416.2158817371
2021-03-30,79.39,63.95,117.25,49.32,34.25,69.14,39.76,131.05,98.34,164.43,0.07,3.17,272929.6881660744,325416.2158817371
2021-03-31,79.34,63.6,116.76,49.3,34.24,68.5,39.6,131.73,99.0,167.48,0.07,3.17,276744.46925811033,331973.0052347368
2021-04-01,78.93,63.94,116.93,49.28,34.0,68.04,39.68,134.26,98.62,169.59,0.07,3.18,276744.46925811033,331973.0052347368
2021-04-05,80.31,64.21,116.98,50.21,34.84,68.27,40.37,136.27,99.74,172.12,0.07,3.18,276744.46925811033,331973.0052347368
2021-04-06,80.33,64.61,117.35,49.35,34.66,68.73,40.24,138.06,99.91,173.11,0.07,3.18,276744.46925811033,331973.0052347368
2021-04-07,80.52,64.97,116.68,49.0,34.77,69.26,40.45,137.58,99.78,173.92,0.07,3.18,276744.46925811033,331973.0052347368
2021-04-08,79.44,65.11,116.83,48.8,34.71,68.94,40.53,139.72,99.16,174.47,0.07,3.13,276744.46925811033,331973.0052347368
2021-04-09,79.55,64.95,116.74,48.5,35.09,69.05,40.35,139.91,99.72,174.16,0.07,3.13,276744.46925811033,331973.0052347368
2021-04-12,80.0,64.83,117.78,48.61,35.22,69.01,40.43,141.19,100.37,175.97,0.07,3.13,276744.46925811033,331973.0052347368
2021-04-13,80.2,64.62,117.7,47.73,35.1,68.99,40.58,141.63,100.41,177.41,0.07,3.13,276744.46925811033,331973.0052347368
2021-04-14,80.2,65.49,118.42,48.28,34.88,68.88,40.8,142.4,100.46,179.38,0.07,3.13,276744.46925811033,331973.0052347368
2021-04-15,81.12,65.95,119.02,49.25,35.26,69.02,40.8,142.2,100.86,178.46,0.07,3.04,276744.46925811033,331973.0052347368
2021-04-16,82.47,66.92,121.2,49.15,35.46,69.7,41.52,143.44,101.52,178.92,0.07,3.04,276744.46925811033,331973.0052347368
2021-04-19,82.66,67.25,121.25,48.5,35.39,69.82,41.41,142.66,100.98,178.88,0.07,3.04,276744.46925811033,331973.0052347368
2021-04-20,82.13,66.87,120.95,48.18,35.09,69.05,41.45,141.81,100.5,177.22,0.07,3.04,276744.46925811033,331973.0052347368
2021-04-21,81.51,67.79,122.36,46.47,34.52,70.0,42.06,140.6,99.48,174.95,0.07,3.04,276744.46925811033,331973.0052347368
2021-04-22,82.87,67.1,123.32,47.9,35.08,70.15,42.13,142.02,101.06,178.17,0.07,2.97,276744.46925811033,331973.0052347368
2021-04-23,81.93,66.7,122.81,47.15,34.73,69.61,42.11,140.86,100.58,176.55,0.07,2.97,276744.46925811033,331973.0052347368
2021-04-26,83.24,66.61,123.61,47.36,35.51,69.53,42.41,142.75,101.91,178.42,0.07,2.97,276744.46925811033,331973.0052347368
2021-04-27,83.03,66.1,122.95,48.04,35.57,68.75,42.47,143.66,101.66,178.69,0.07,2.97,276744.46925811033,331973.0052347368
2021-04-28,83.22,65.72,122.35,48.8,35.94,69.02,42.4,142.245,102.06,178.17,0.07,2.97,276744.46925811033,331973.0052347368
2021-04-29,83.92,65.6,122.31,50.83,36.22,68.76,42.41,142.91,102.5,179.31,0.07,2.98,276744.46925811033,331973.0052347368
2021-04-30,83.57,66.34,121.21,49.95,36.38,69.52,42.34,140.19,102.01,178.02,0.07,2.98,280986.70907770836,339645.0559859549
2021-05-03,83.75,66.87,121.99,49.96,36.57,69.73,42.87,140.45,102.7,179.89,0.06,2.98,280986.70907770836,339645.0559859549
2021-05-04,83.73,66.64,122.53,50.85,36.28,70.0,42.45,138.27,102.65,176.74,0.06,2.98,280986.70907770836,339645.0559859549
2021-05-05,85.54,66.46,123.01,51.41,36.84,69.77,42.22,137.93,103.69,177.45,0.06,2.98,280986.70907770836,339645.0559859549
2021-05-06,86.45,65.52,122.36,52.41,37.18,69.87,41.68,136.42,103.8,176.04,0.06,2.96,280986.70907770836,339645.0559859549
2021-05-07,87.03,65.8,123.51,52.15,37.15,70.53,41.82,139.23,104.0,176.73,0.06,2.96,280986.70907770836,339645.0559859549
2021-05-10,88.89,66.18,124.52,54.3,37.98,70.94,42.58,138.36,105.92,177.68,0.06,2.96,280986.70907770836,339645.0559859549
2021-05-11,86.78,66.64,123.58,52.53,37.37,71.21,42.11,132.93,104.4,171.53,0.06,2.96,280986.70907770836,339645.0559859549
2021-05-12,87.44,65.82,122.23,52.54,37.37,70.4,41.89,133.12,103.58,170.52,0.06,2.96,280986.70907770836,339645.0559859549
2021-05-13,85.69,64.42,121.95,51.89,36.56,69.61,41.12,132.75,101.46,167.81,0.06,2.94,280986.70907770836,339645.0559859549
2021-05-14,87.26,65.75,123.54,52.45,37.5,70.87,41.77,134.54,104.1,169.42,0.06,2.94,280986.70907770836,339645.0559859549
2021-05-17,87.96,65.88,123.31,53.3,37.76,70.95,41.91,135.18,104.41,170.23,0.06,2.94,280986.70907770836,339645.0559859549
2021-05-18,88.83,65.23,123.18,54.65,37.92,70.89,41.95,135.37,104.39,170.81,0.06,2.94,280986.70907770836,339645.0559859549
2021-05-19,86.48,65.05,122.46,52.21,36.99,70.25,41.73,131.82,101.75,166.34,0.06,2.94,280986.70907770836,339645.0559859549
2021-05-20,86.51,65.37,123.01,52.11,37.25,70.37,41.82,134.91,102.48,168.51,0.06,3.0,280986.70907770836,339645.0559859549
2021-05-21,86.89,65.98,124.75,52.57,37.36,71.19,42.51,137.64,103.12,170.53,0.06,3.0,280986.70907770836,339645.0559859549
2021-05-24,87.11,66.48,125.0,52.52,37.74,71.11,42.58,137.32,103.67,169.46,0.06,3.0,280986.70907770836,339645.0559859549
2021-05-25,87.54,66.11,124.66,52.55,37.81,71.28,42.9,139.17,103.96,170.99,0.06,3.0,280986.70907770836,339645.0559859549
2021-05-26,86.66,65.28,124.08,51.66,37.52,71.29,43.0,138.85,103.52,171.57,0.06,3.0,280986.70907770836,339645.0559859549
2021-05-27,87.37,65.48,123.65,52.28,37.83,71.22,43.16,138.52,104.64,173.03,0.06,2.95,280986.70907770836,339645.0559859549
2021-05-28,87.54,65.2,123.59,52.4,38.09,70.77,43.228,138.61,105.44,173.8,0.06,2.95,280986.70907770836,339645.0559859549
2021-06-01,88.27,65.31,123.75,53.24,38.37,71.08,43.48,139.02,106.14,173.87,0.08,2.95,286120.4945435871,348801.7142286873
2021-06-02,88.6,64.86,121.68,54.55,38.34,70.67,44.11,138.0,105.62,172.67,0.08,2.95,286120.4945435871,348801.7142286873
2021-06-03,87.12,64.8,120.88,55.0,38.16,70.62,44.442,137.55,104.68,170.61,0.08,2.99,286120.4945435871,348801.7142286873
2021-06-04,88.09,65.66,122.34,55.74,38.42,71.48,44.67,138.22,105.39,170.61,0.08,2.99,286120.4945435871,348801.7142286873
2021-06-07,87.95,65.45,122.39,55.74,38.53,71.53,44.62,139.9,105.54,170.9,0.08,2.99,286120.4945435871,348801.7142286873
2021-06-08,86.88,65.65,122.83,55.32,38.01,71.42,45.07,140.66,104.67,172.17,0.08,2.99,286120.4945435871,348801.7142286873
2021-06-09,86.83,65.11,122.46,56.15,37.97,70.67,45.38,140.68,104.81,172.89,0.08,2.99,286120.4945435871,348801.7142286873
2021-06-10,86.98,65.58,123.63,56.39,38.08,70.59,45.29,140.39,104.48,171.77,0.08,2.96,286120.4945435871,348801.7142286873
2021-06-11,86.41,65.96,125.25,55.77,37.39,71.04,45.78,141.31,103.7,172.56,0.08,2.96,286120.4945435871,348801.7142286873
2021-06-14,85.88,66.12,124.48,55.58,37.49,70.88,45.45,142.11,103.41,173.22,0.08,2.96,286120.4945435871,348801.7142286873
2021-06-15,85.19,66.33,124.79,55.49,37.18,70.96,45.7,143.3,103.19,173.28,0.08,2.96,286120.4945435871,348801.7142286873
2021-06-16,84.88,66.62,124.83,56.1,37.12,70.75,45.38,142.8,103.38,172.49,0.08,2.96,286120.4945435871,348801.7142286873
2021-06-17,83.7,65.4,124.0,55.75,37.39,69.8,44.77,141.35,102.44,172.0,0.08,2.93,286120.4945435871,348801.7142286873
2021-06-18,81.22,65.43,124.24,52.86,35.62,69.56,44.79,142.71,99.73,171.8,0.08,2.93,286120.4945435871,348801.7142286873
2021-06-21,81.33,63.81,123.65,52.29,35.44,68.76,44.24,141.89,100.1,172.46,0.08,2.93,286120.4945435871,348801.7142286873
2021-06-22,82.4,64.43,124.82,53.94,35.99,69.15,44.94,143.26,101.52,173.36,0.08,2.93,286120.4945435871,348801.7142286873
2021-06-23,82.63,64.0,124.84,54.93,36.0,69.18,44.7,144.67,101.79,175.2,0.08,2.93,286120.4945435871,348801.7142286873
